PFAS_name,Original_SMILES,RDKIT_SMILES,MaxAbsEStateIndex,MaxEStateIndex,MinAbsEStateIndex,MinEStateIndex,qed,SPS,MolWt,HeavyAtomMolWt,ExactMolWt,NumValenceElectrons,NumRadicalElectrons,MaxPartialCharge,MinPartialCharge,MaxAbsPartialCharge,MinAbsPartialCharge,FpDensityMorgan1,FpDensityMorgan2,FpDensityMorgan3,BCUT2D_MWHI,BCUT2D_MWLOW,BCUT2D_CHGHI,BCUT2D_CHGLO,BCUT2D_LOGPHI,BCUT2D_LOGPLOW,BCUT2D_MRHI,BCUT2D_MRLOW,AvgIpc,BalabanJ,BertzCT,Chi0,Chi0n,Chi0v,Chi1,Chi1n,Chi1v,Chi2n,Chi2v,Chi3n,Chi3v,Chi4n,Chi4v,HallKierAlpha,Ipc,Kappa1,Kappa2,Kappa3,LabuteASA,PEOE_VSA1,PEOE_VSA10,PEOE_VSA11,PEOE_VSA12,PEOE_VSA13,PEOE_VSA14,PEOE_VSA2,PEOE_VSA3,PEOE_VSA4,PEOE_VSA5,PEOE_VSA6,PEOE_VSA7,PEOE_VSA8,PEOE_VSA9,SMR_VSA1,SMR_VSA10,SMR_VSA2,SMR_VSA3,SMR_VSA4,SMR_VSA5,SMR_VSA6,SMR_VSA7,SMR_VSA8,SMR_VSA9,SlogP_VSA1,SlogP_VSA10,SlogP_VSA11,SlogP_VSA12,SlogP_VSA2,SlogP_VSA3,SlogP_VSA4,SlogP_VSA5,SlogP_VSA6,SlogP_VSA7,SlogP_VSA8,SlogP_VSA9,TPSA,EState_VSA1,EState_VSA10,EState_VSA11,EState_VSA2,EState_VSA3,EState_VSA4,EState_VSA5,EState_VSA6,EState_VSA7,EState_VSA8,EState_VSA9,VSA_EState1,VSA_EState10,VSA_EState2,VSA_EState3,VSA_EState4,VSA_EState5,VSA_EState6,VSA_EState7,VSA_EState8,VSA_EState9,FractionCSP3,HeavyAtomCount,NHOHCount,NOCount,NumAliphaticCarbocycles,NumAliphaticHeterocycles,NumAliphaticRings,NumAmideBonds,NumAromaticCarbocycles,NumAromaticHeterocycles,NumAromaticRings,NumAtomStereoCenters,NumBridgeheadAtoms,NumHAcceptors,NumHDonors,NumHeteroatoms,NumHeterocycles,NumRotatableBonds,NumSaturatedCarbocycles,NumSaturatedHeterocycles,NumSaturatedRings,NumSpiroAtoms,NumUnspecifiedAtomStereoCenters,Phi,RingCount,MolLogP,MolMR,fr_Al_COO,fr_Al_OH,fr_Al_OH_noTert,fr_ArN,fr_Ar_COO,fr_Ar_N,fr_Ar_NH,fr_Ar_OH,fr_COO,fr_COO2,fr_C_O,fr_C_O_noCOO,fr_C_S,fr_HOCCN,fr_Imine,fr_NH0,fr_NH1,fr_NH2,fr_N_O,fr_Ndealkylation1,fr_Ndealkylation2,fr_Nhpyrrole,fr_SH,fr_aldehyde,fr_alkyl_carbamate,fr_alkyl_halide,fr_allylic_oxid,fr_amide,fr_amidine,fr_aniline,fr_aryl_methyl,fr_azide,fr_azo,fr_barbitur,fr_benzene,fr_benzodiazepine,fr_bicyclic,fr_diazo,fr_dihydropyridine,fr_epoxide,fr_ester,fr_ether,fr_furan,fr_guanido,fr_halogen,fr_hdrzine,fr_hdrzone,fr_imidazole,fr_imide,fr_isocyan,fr_isothiocyan,fr_ketone,fr_ketone_Topliss,fr_lactam,fr_lactone,fr_methoxy,fr_morpholine,fr_nitrile,fr_nitro,fr_nitro_arom,fr_nitro_arom_nonortho,fr_nitroso,fr_oxazole,fr_oxime,fr_para_hydroxylation,fr_phenol,fr_phenol_noOrthoHbond,fr_phos_acid,fr_phos_ester,fr_piperdine,fr_piperzine,fr_priamide,fr_prisulfonamd,fr_pyridine,fr_quatN,fr_sulfide,fr_sulfonamd,fr_sulfone,fr_term_acetylene,fr_tetrazole,fr_thiazole,fr_thiocyan,fr_thiophene,fr_unbrch_alkane,fr_urea,carbon_count,fluorine_count,has_sulfonate,has_carboxyl,has_ether,has_aromatic,has_double_bond,perfluoro_ratio
8:2 FTS,C(CS(=O)(=O)O)C(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F,O=S(=O)(O)CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,13.274118480725623,13.274118480725623,2.615140041611226,-8.744955435878055,0.3279243939097014,16.580645161290324,528.1799999999998,523.1399999999999,527.96879476,188,0,0.45964729443994234,-0.2855393538799386,0.45964729443994234,0.2855393538799386,0.4838709677419355,0.7419354838709677,1.0,32.23974113684424,9.882430361522864,2.946408458365369,-2.423523493104802,2.6367044496369596,-2.740281713209888,7.852858931113605,-0.46124837237591904,2.496635221054848,6.621799191436534,765.5170895590725,25.914213562373096,13.511568070421498,14.328064651349225,12.957106781186548,6.620834064934904,8.229999372461307,5.684604511556662,7.256681373046651,3.4610845868917077,4.18111625129203,1.6105242787460217,2.1248434609082754,-1.2800000000000007,443534.7369260569,29.719999999999995,7.370190443213296,4.342012221482867,158.4664679171856,0.0,0.0,0.0,0.0,10.118126859033554,47.63400269410551,4.552749873690364,0.0,83.0548527948009,0.0,0.0,0.0,6.4208216229260096,5.752853606746789,87.60760266849125,10.118126859033554,0.0,0.0,0.0,54.054824317031525,5.752853606746789,0.0,0.0,0.0,0.0,74.63705581047195,0.0,0.0,66.3574031588716,10.118126859033554,0.0,6.4208216229260096,0.0,0.0,0.0,0.0,54.370000000000005,69.92580478281187,83.0548527948009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.552749873690364,246.9267804932528,0.0,0.0,0.0,0.0,-60.215106916433804,0.0,-11.071016949345548,0.0,-5.723989960806789,1.0,31,1,3,0,0,0,0,0,0,0,0,0,2,1,21,0,9,0,0,0,0,0,7.06587290233223,0,5.273700000000002,61.71659999999997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,17,1,0,0,0,0,0.5484
FBSA,C(C(C(F)(F)S(=O)(=O)N)(F)F)(C(F)(F)F)(F)F,NS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,12.292083333333334,12.292083333333334,3.4808659297052156,-7.267916666666666,0.806347127607798,16.11764705882353,299.1139999999999,297.09799999999996,298.966253284,104,0,0.45969387057577765,-0.22326780781074776,0.45969387057577765,0.22326780781074776,0.7058823529411765,1.0,1.1764705882352942,32.23346227544771,10.145246913852802,2.8450724410005006,-2.3152635460915523,2.5354996309993325,-2.6387640668499395,7.898209733389335,-0.38173502157747036,1.9839765572031232,5.911164433043687,395.7091413552034,14.5,7.203775397664258,8.020271978591984,7.0,3.2239998675023025,4.7703193454238635,2.708330656767752,4.31108003860042,1.47322688016384,2.444260576220754,0.5394437504010414,1.0249605984294994,-0.7200000000000002,1212.2096764511082,16.280000000000005,3.6344410104810536,2.1650221872573674,87.42456258678328,0.0,0.0,0.0,0.0,10.023291153407584,23.275918005547982,0.0,13.556770721936878,39.513735429073385,0.0,0.0,0.0,0.0,0.0,47.93153241340232,10.023291153407584,0.0,0.0,5.138973737607942,23.275918005547982,0.0,0.0,0.0,0.0,5.138973737607942,39.513735429073385,0.0,0.0,31.69371498987692,10.023291153407584,0.0,0.0,0.0,0.0,0.0,0.0,60.16,33.29920915895557,47.93153241340232,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.138973737607942,0.0,127.47223592214667,0.0,0.0,-3.297884070294783,0.0,-14.512129629629628,0.0,-7.078749999999999,0.0,-6.6668055555555545,1.0,17,2,3,0,0,0,0,0,0,0,0,0,2,1,13,0,3,0,0,0,0,0,3.480511744154798,0,1.7006000000000001,34.0032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,4,9,0,0,0,0,0,0.5294
FHxSA,C(C(C(C(F)(F)S(=O)(=O)N)(F)F)(F)F)(C(C(F)(F)F)(F)F)(F)F,NS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,12.751249999999999,12.751249999999999,3.3884416335978838,-8.171666666666665,0.7232944373436557,16.608695652173914,399.1279999999999,397.1119999999999,398.959866164,140,0,0.45964730332330955,-0.22326782896692993,0.45964730332330955,0.22326782896692993,0.5217391304347826,0.782608695652174,1.0,32.233462919611746,9.97961482825822,2.9186419597317745,-2.383678910877411,2.6017342793533023,-2.7110384003828174,7.898216277640937,-0.43303192741131036,2.2407403893236806,6.483931061299354,561.5040435259159,19.5,9.715633289701167,10.532129870628891,9.5,4.479928813520757,6.026248291442317,3.8571167456433493,5.459866127476019,2.261905638887352,3.232939334944267,0.9337831297627982,1.4192999777912556,-1.0000000000000004,14934.53469484233,22.0,4.997025580011898,2.6988252046991814,116.81658842728143,0.0,0.0,0.0,0.0,10.023291153407584,35.12097634173714,0.0,13.556770721936878,57.07539561977267,0.0,0.0,0.0,0.0,0.0,65.49319260410161,10.023291153407584,0.0,0.0,5.138973737607942,35.12097634173714,0.0,0.0,0.0,0.0,5.138973737607942,57.07539561977267,0.0,0.0,43.53877332606608,10.023291153407584,0.0,0.0,0.0,0.0,0.0,0.0,60.16,45.144267495144724,65.49319260410161,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.138973737607942,0.0,181.1637959419879,0.0,0.0,-3.908573672524563,0.0,-32.16868669690098,0.0,-7.5626137329931975,0.0,-7.107255172902492,1.0,23,2,3,0,0,0,0,0,0,0,0,0,2,1,17,0,5,0,0,0,0,0,4.77976359827225,0,2.9712,43.897199999999984,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,6,13,0,0,0,0,0,0.5652
PFOSA,C(C(C(C(C(F)(F)S(=O)(=O)N)(F)F)(F)F)(F)F)(C(C(C(F)(F)F)(F)F)(F)F)(F)F,NS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,13.077958238851096,13.077958238851096,3.3201014132122086,-8.8375,0.5334625153533444,16.896551724137932,499.14199999999994,497.1259999999999,498.953479044,176,0,0.4596472944400305,-0.223267828967139,0.4596472944400305,0.223267828967139,0.41379310344827586,0.6206896551724138,0.8275862068965517,32.23346356460153,9.908561060264562,2.9565788500353922,-2.418335297666758,2.636909454217902,-2.7476785080937587,7.8982211646952925,-0.4577672225317011,2.428458451445245,6.897477185596459,735.0220759141064,24.5,12.227491181738072,13.043987762665799,12.0,5.7358577595392095,7.282177237460771,5.005902834518946,6.608652216351617,3.050584397610865,4.0216180936677794,1.3281225091245539,1.8136393571530116,-1.2800000000000007,176558.6432538751,27.719999999999995,6.359567468988971,3.2647421223971658,146.20861426777958,0.0,0.0,0.0,0.0,10.023291153407584,46.966034677926295,0.0,13.556770721936878,74.63705581047195,0.0,0.0,0.0,0.0,0.0,83.0548527948009,10.023291153407584,0.0,0.0,5.138973737607942,46.966034677926295,0.0,0.0,0.0,0.0,5.138973737607942,74.63705581047195,0.0,0.0,55.383831662255226,10.023291153407584,0.0,0.0,0.0,0.0,0.0,0.0,60.16,56.98932583133388,83.0548527948009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.138973737607942,0.0,236.08020835730088,0.0,0.0,-4.3000962908694245,0.0,-51.607397486772484,0.0,-7.86274914441085,0.0,-7.393298768581507,1.0,29,2,3,0,0,0,0,0,0,0,0,0,2,1,21,0,7,0,0,0,0,0,6.078869318633595,0,4.2418,53.791199999999975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,8,17,0,0,0,0,0,0.5862
EtFOSA,CCNS(=O)(=O)C(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F,CCNS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,13.35581172052154,13.35581172052154,0.36451209587370315,-8.81265412414966,0.4345878446705402,16.580645161290324,527.1959999999998,521.1479999999998,526.984779172,188,0,0.4596472944400305,-0.2100624544663157,0.4596472944400305,0.2100624544663157,0.5161290322580645,0.7741935483870968,1.032258064516129,32.23361852623312,9.908558668921554,2.957493411734089,-2.4201753411880937,2.637945931287753,-2.748696632304576,7.901625688225927,-0.45778669582770704,2.517311076830125,6.910142889444554,768.2719770612359,25.914213562373096,13.857247693734994,14.673744274662718,13.060660171779821,6.764939816155446,8.24810306374984,5.462221311764624,7.27050086690211,3.365111944307404,4.96520073375741,1.5988663201307012,2.6258707901714575,-1.2800000000000007,506520.74832437356,29.719999999999995,7.370190443213296,3.6726844545116903,159.14846998316813,0.0,0.0,0.0,0.0,10.023291153407584,46.966034677926295,0.0,13.139891848781026,74.63705581047195,0.0,6.923737199690624,0.0,6.544756405912575,0.0,83.0548527948009,10.023291153407584,0.0,4.722094864452088,0.0,53.88977187761692,6.544756405912575,0.0,0.0,0.0,4.722094864452088,74.63705581047195,0.0,0.0,61.92858806816781,10.023291153407584,0.0,6.923737199690624,0.0,0.0,0.0,0.0,46.17,63.53408223724646,83.0548527948009,0.0,0.0,11.645832064142713,0.0,0.0,0.0,0.0,0.0,0.0,241.67449967669216,0.0,0.0,-7.499156037414966,0.0,-51.44176752385222,0.0,-7.855023593446665,-0.8110639385820448,-7.150821916729654,1.0,31,1,3,0,0,0,0,0,0,0,0,0,2,1,21,0,9,0,0,0,0,0,7.06587290233223,0,4.892600000000002,63.28049999999997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,10,17,0,0,0,0,0,0.5484
N-MeFOSAA,CN(CC(=O)O)S(=O)(=O)C(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F,CN(CC(=O)O)S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,13.667619638133031,13.667619638133031,0.3786029229758938,-8.938492654006046,0.39747944828715154,16.205882352941178,571.205,565.1569999999999,570.9746084120001,204,0,0.4596472944400305,-0.4802582881159623,0.4802582881159623,0.4596472944400305,0.6176470588235294,0.8823529411764706,1.1470588235294117,32.23377379547801,9.908555970931014,2.958841067980987,-2.4233907588493055,2.6399454612994866,-2.7490683072378457,7.897940783833166,-0.4578365234889144,2.5816449674313513,6.9792689883513575,893.6377310884012,28.3618073195658,15.159923175198772,15.976419756126498,14.337222523091416,7.227455380070729,8.667518708871372,6.115713728966073,8.201924515195783,3.785463129461413,5.639505722091703,1.7826209214492286,2.906613793016146,-1.8100000000000012,1759300.6877306057,32.19,8.114185292346033,4.000284468886954,174.6791394363998,5.106527394840706,6.544756405912575,0.0,0.0,10.023291153407584,52.93533996587814,4.794537184071822,8.417796984328938,78.94227180176819,0.0,0.0,0.0,7.04767198267719,0.0,92.95591737371342,15.992596441359433,0.0,4.305215991296234,0.0,46.966034677926295,13.592428388589765,0.0,0.0,0.0,0.0,74.63705581047195,0.0,0.0,84.35730872493376,14.817828337479405,0.0,0.0,0.0,0.0,0.0,0.0,74.68,73.80860351649453,87.84938997887272,0.0,7.04767198267719,0.0,0.0,0.0,0.0,0.0,0.0,5.106527394840706,243.2353145102856,0.0,10.253948398519608,0.42215206632523916,0.0,-54.67173680341537,0.0,-7.916037303254081,-2.2896789917183584,-7.950628543409253,0.9090909090909091,34,1,5,0,0,0,0,0,0,0,0,0,3,1,23,0,10,0,0,0,0,0,7.682224251782905,0,4.299500000000002,69.86959999999998,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,11,17,0,1,0,0,0,0.5
N-EtFOSAA,CCN(CC(=O)O)S(=O)(=O)C(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F,CCN(CC(=O)O)S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,13.854286304799697,13.854286304799697,0.37042060869186844,-8.940007322373393,0.3576404128029306,16.085714285714285,585.232,577.168,584.990258476,210,0,0.4596472944400305,-0.4802581341169579,0.4802581341169579,0.4596472944400305,0.6285714285714286,0.9142857142857143,1.1714285714285715,32.23377457877874,9.908555066433024,2.959100981774792,-2.424563309403109,2.640304521036471,-2.7496427427298764,7.898173343812298,-0.4578403192469925,2.630053718700716,7.0471344496460455,910.5078103919219,29.068914100752345,15.86702995638532,16.68352653731305,14.875227325552201,7.803576331774156,9.243639660574802,6.285845785754578,8.265107090061337,4.021459574309767,5.992902429403661,1.9911862064760961,3.387936558540132,-1.8100000000000012,2997477.4833106436,33.190000000000005,8.643766760246205,4.343194131551562,181.0440815507964,5.106527394840706,6.544756405912575,0.0,0.0,10.023291153407584,52.93533996587814,4.794537184071822,8.417796984328938,78.94227180176819,0.0,6.923737199690624,0.0,6.544756405912575,0.0,92.95591737371342,15.992596441359433,0.0,4.305215991296234,0.0,53.88977187761692,13.08951281182515,0.0,0.0,0.0,0.0,74.63705581047195,0.0,0.0,83.85439314816915,14.817828337479405,0.0,6.923737199690624,0.0,0.0,0.0,0.0,74.68,80.3533599224071,87.84938997887272,0.0,0.0,6.923737199690624,0.0,0.0,0.0,0.0,0.0,5.106527394840706,245.29054746327466,0.0,10.412837287408497,0.5545131774363483,0.0,-54.66155763887,0.0,-7.917113405182457,-3.5117151525226253,-7.584178398211136,0.9166666666666666,35,1,5,0,0,0,0,0,0,0,0,0,3,1,23,0,11,0,0,0,0,0,8.196760536359188,0,4.689600000000001,74.4866,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,12,17,0,1,0,0,0,0.4857
PFHxPA,C(C(C(C(F)(F)P(=O)(O)O)(F)F)(F)F)(C(C(F)(F)F)(F)F)(F)F,O=P(O)(O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,12.727916666666667,12.727916666666667,7.3803486394557805,-8.204722222222221,0.544721098983759,16.652173913043477,400.02699999999993,398.0109999999999,399.953397414,140,0,0.45964729826882944,-0.32007930292668363,0.45964729826882944,0.32007930292668363,0.5217391304347826,0.782608695652174,1.0,31.191359557377407,9.979483622820656,2.9236769833747966,-2.3901704890338475,2.673488542869791,-2.6943768140442805,7.527559763948956,-0.4338629693854646,2.2407403893236806,6.427021118591531,502.3294710999049,19.5,9.663427226083687,10.557854417083604,9.5,4.51295005814501,6.125312025315079,3.8806054327507726,5.530332188798287,2.2826418073659305,3.295147840380001,0.9441512140020872,1.4504042305091227,-0.7600000000000002,14934.53469484233,22.24,5.116090468041629,2.773885652258093,115.7673297585935,9.78682320550495,0.0,0.0,0.0,0.0,43.125795089246154,4.565048284931329,0.0,57.07539561977267,0.0,0.0,0.0,0.0,0.0,71.42726711020894,7.595762326787885,0.0,0.0,0.0,35.53003276245827,0.0,0.0,0.0,0.0,0.0,57.07539561977267,0.0,7.595762326787885,45.31685596796322,4.565048284931329,0.0,0.0,0.0,0.0,0.0,0.0,57.53,43.125795089246154,61.640443904704,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.78682320550495,170.69450459813555,0.0,15.531873818972032,0.0,-7.3803486394557805,-32.292551650289745,0.0,-7.575971159297051,0.0,-7.671951412509445,1.0,23,2,3,0,0,0,0,0,0,0,0,0,1,2,17,0,5,0,0,0,0,0,4.947037043880253,0,3.8604,42.834099999999985,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,13,0,0,0,0,0,0.5652
PFOPA,C(C(C(C(C(F)(F)P(=O)(O)O)(F)F)(F)F)(F)F)(C(C(C(F)(F)F)(F)F)(F)F)(F)F,O=P(O)(O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,13.060636495338874,13.060636495338874,7.703531037414967,-8.860833333333332,0.3768772801317423,16.93103448275862,500.04099999999994,498.0249999999999,499.947010294,176,0,0.45964729443998015,-0.32007930292684117,0.45964729443998015,0.32007930292684117,0.41379310344827586,0.6206896551724138,0.8275862068965517,31.19136030256001,9.908496968571628,2.9594373383567762,-2.4218691023334706,2.685836651199722,-2.7389654885868726,7.527565838148016,-0.45820065536273513,2.428458451445245,6.858015364071545,672.6557134857516,24.5,12.175285118120595,13.069712309120511,12.0,5.768879004163463,7.381240971333533,5.02939152162637,6.679118277673883,3.071320566089443,4.083826599103514,1.3384905933638431,1.8447436098708787,-1.0400000000000005,176558.6432538751,27.959999999999997,6.477886154744845,3.3356604543392034,145.15935559909167,9.78682320550495,0.0,0.0,0.0,0.0,54.970853425435315,4.565048284931329,0.0,74.63705581047195,0.0,0.0,0.0,0.0,0.0,88.98892730090823,7.595762326787885,0.0,0.0,0.0,47.375091098647424,0.0,0.0,0.0,0.0,0.0,74.63705581047195,0.0,7.595762326787885,57.161914304152376,4.565048284931329,0.0,0.0,0.0,0.0,0.0,0.0,57.53,54.970853425435315,79.20210409540329,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.78682320550495,225.48677006557475,0.0,15.61436693191969,0.0,-7.703531037414967,-51.75522943436633,0.0,-7.871377402298368,0.0,-7.965443567859243,1.0,29,2,3,0,0,0,0,0,0,0,0,0,1,2,21,0,7,0,0,0,0,0,6.245575754712616,0,5.131000000000002,52.72809999999998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,17,0,0,0,0,0,0.5862
PFDPA,C(C(C(C(C(C(F)(F)P(=O)(O)O)(F)F)(F)F)(F)F)(F)F)(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F,O=P(O)(O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,13.308955498866212,13.308955498866212,7.8326739646802395,-9.354644116906021,0.23817345176711882,17.114285714285714,600.0550000000002,598.0390000000002,599.940623174,212,0,0.45964729443994295,-0.32007930292684117,0.45964729443994295,0.32007930292684117,0.34285714285714286,0.5142857142857142,0.6857142857142857,31.19136104847151,9.871761247809362,2.9815893731080547,-2.440156101382648,2.694531502966779,-2.7635206954990448,7.527571796287439,-0.471915614546004,2.576582922239945,7.18024306673628,849.9019186316513,29.5,14.687143010157504,15.581570201157419,14.5,7.024807950181917,8.637169917351988,6.17817761050197,7.827904366549481,3.859999324812954,4.872505357827025,1.7328299727255991,2.239082989232635,-1.3200000000000007,2043433.8073871334,33.68,7.839933361099543,3.9114824818024663,174.5513814395898,9.78682320550495,0.0,0.0,0.0,0.0,66.81591176162446,4.565048284931329,0.0,92.19871600117123,0.0,0.0,0.0,0.0,0.0,106.55058749160752,7.595762326787885,0.0,0.0,0.0,59.22014943483658,0.0,0.0,0.0,0.0,0.0,92.19871600117123,0.0,7.595762326787885,69.00697264034152,4.565048284931329,0.0,0.0,0.0,0.0,0.0,0.0,57.53,66.81591176162446,96.76376428610257,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.78682320550495,281.14846425850396,0.0,15.665347929360479,0.0,-7.922553075982462,-72.34212189564974,0.0,-8.073164301877775,0.0,-8.170417358798947,1.0,35,2,3,0,0,0,0,0,0,0,0,0,1,2,25,0,9,0,0,0,0,0,7.544255874338075,0,6.401600000000003,62.62209999999996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,21,0,0,0,0,0,0.6
