PFAS_name,Original_SMILES,RDKIT_SMILES,MaxAbsEStateIndex,MaxEStateIndex,MinAbsEStateIndex,MinEStateIndex,qed,SPS,MolWt,HeavyAtomMolWt,ExactMolWt,NumValenceElectrons,NumRadicalElectrons,MaxPartialCharge,MinPartialCharge,MaxAbsPartialCharge,MinAbsPartialCharge,FpDensityMorgan1,FpDensityMorgan2,FpDensityMorgan3,BCUT2D_MWHI,BCUT2D_MWLOW,BCUT2D_CHGHI,BCUT2D_CHGLO,BCUT2D_LOGPHI,BCUT2D_LOGPLOW,BCUT2D_MRHI,BCUT2D_MRLOW,AvgIpc,BalabanJ,BertzCT,Chi0,Chi0n,Chi0v,Chi1,Chi1n,Chi1v,Chi2n,Chi2v,Chi3n,Chi3v,Chi4n,Chi4v,HallKierAlpha,Ipc,Kappa1,Kappa2,Kappa3,LabuteASA,PEOE_VSA1,PEOE_VSA10,PEOE_VSA11,PEOE_VSA12,PEOE_VSA13,PEOE_VSA14,PEOE_VSA2,PEOE_VSA3,PEOE_VSA4,PEOE_VSA5,PEOE_VSA6,PEOE_VSA7,PEOE_VSA8,PEOE_VSA9,SMR_VSA1,SMR_VSA10,SMR_VSA2,SMR_VSA3,SMR_VSA4,SMR_VSA5,SMR_VSA6,SMR_VSA7,SMR_VSA8,SMR_VSA9,SlogP_VSA1,SlogP_VSA10,SlogP_VSA11,SlogP_VSA12,SlogP_VSA2,SlogP_VSA3,SlogP_VSA4,SlogP_VSA5,SlogP_VSA6,SlogP_VSA7,SlogP_VSA8,SlogP_VSA9,TPSA,EState_VSA1,EState_VSA10,EState_VSA11,EState_VSA2,EState_VSA3,EState_VSA4,EState_VSA5,EState_VSA6,EState_VSA7,EState_VSA8,EState_VSA9,VSA_EState1,VSA_EState10,VSA_EState2,VSA_EState3,VSA_EState4,VSA_EState5,VSA_EState6,VSA_EState7,VSA_EState8,VSA_EState9,FractionCSP3,HeavyAtomCount,NHOHCount,NOCount,NumAliphaticCarbocycles,NumAliphaticHeterocycles,NumAliphaticRings,NumAmideBonds,NumAromaticCarbocycles,NumAromaticHeterocycles,NumAromaticRings,NumAtomStereoCenters,NumBridgeheadAtoms,NumHAcceptors,NumHDonors,NumHeteroatoms,NumHeterocycles,NumRotatableBonds,NumSaturatedCarbocycles,NumSaturatedHeterocycles,NumSaturatedRings,NumSpiroAtoms,NumUnspecifiedAtomStereoCenters,Phi,RingCount,MolLogP,MolMR,fr_Al_COO,fr_Al_OH,fr_Al_OH_noTert,fr_ArN,fr_Ar_COO,fr_Ar_N,fr_Ar_NH,fr_Ar_OH,fr_COO,fr_COO2,fr_C_O,fr_C_O_noCOO,fr_C_S,fr_HOCCN,fr_Imine,fr_NH0,fr_NH1,fr_NH2,fr_N_O,fr_Ndealkylation1,fr_Ndealkylation2,fr_Nhpyrrole,fr_SH,fr_aldehyde,fr_alkyl_carbamate,fr_alkyl_halide,fr_allylic_oxid,fr_amide,fr_amidine,fr_aniline,fr_aryl_methyl,fr_azide,fr_azo,fr_barbitur,fr_benzene,fr_benzodiazepine,fr_bicyclic,fr_diazo,fr_dihydropyridine,fr_epoxide,fr_ester,fr_ether,fr_furan,fr_guanido,fr_halogen,fr_hdrzine,fr_hdrzone,fr_imidazole,fr_imide,fr_isocyan,fr_isothiocyan,fr_ketone,fr_ketone_Topliss,fr_lactam,fr_lactone,fr_methoxy,fr_morpholine,fr_nitrile,fr_nitro,fr_nitro_arom,fr_nitro_arom_nonortho,fr_nitroso,fr_oxazole,fr_oxime,fr_para_hydroxylation,fr_phenol,fr_phenol_noOrthoHbond,fr_phos_acid,fr_phos_ester,fr_piperdine,fr_piperzine,fr_priamide,fr_prisulfonamd,fr_pyridine,fr_quatN,fr_sulfide,fr_sulfonamd,fr_sulfone,fr_term_acetylene,fr_tetrazole,fr_thiazole,fr_thiocyan,fr_thiophene,fr_unbrch_alkane,fr_urea,carbon_count,fluorine_count,has_sulfonate,has_carboxyl,has_ether,has_aromatic,has_double_bond,perfluoro_ratio
PFBS,C(C(C(F)(F)S(=O)(=O)O)(F)F)(C(F)(F)F)(F)F,O=S(=O)(O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,12.212083333333334,12.212083333333334,7.000972222222222,-7.369212962962962,0.6425280756972748,16.11764705882353,300.09799999999996,299.0899999999999,299.95026887200004,104,0,0.45969490174744737,-0.28075298148332756,0.45969490174744737,0.28075298148332756,0.7058823529411765,1.0,1.1764705882352942,32.24012888406287,10.145272165803073,2.8498184782605254,-2.311036706593152,2.538380792095043,-2.626458853243899,7.865112520139594,-0.38228916020605164,1.9839765572031232,5.911164433043687,392.95425385304,14.5,7.07363872397459,7.890135304902316,7.0,3.170871792941842,4.610935121742481,2.6383877282576327,4.101251253070062,1.4398643368204855,2.344172946190691,0.5227624787293641,0.9749167834144679,-0.7200000000000002,1212.2096764511082,16.280000000000005,3.6344410104810536,2.1650221872573674,86.95253200739612,0.0,0.0,0.0,0.0,0.0,33.39404486458154,4.552749873690364,0.0,47.93153241340232,0.0,0.0,0.0,0.0,0.0,52.48428228709269,10.118126859033554,0.0,0.0,0.0,23.275918005547982,0.0,0.0,0.0,0.0,0.0,39.513735429073385,0.0,0.0,36.24646486356728,10.118126859033554,0.0,0.0,0.0,0.0,0.0,0.0,54.370000000000005,33.39404486458154,47.93153241340232,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.552749873690364,133.93587962962962,0.0,0.0,-7.000972222222222,0.0,-14.717129629629628,0.0,-7.134305555555557,0.0,-7.1668055555555545,1.0,17,1,3,0,0,0,0,0,0,0,0,0,2,1,13,0,3,0,0,0,0,0,3.480511744154798,0,2.2999,32.44460000000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,1,0,0,0,0,0.5294
PFPeS,C(C(C(F)(F)F)(F)F)(C(C(F)(F)S(=O)(=O)O)(F)F)(F)F,O=S(=O)(O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,12.482083333333334,12.482083333333334,7.293472222222224,-7.863541666666666,0.6266781785919848,16.4,350.10499999999996,349.097,349.947075312,122,0,0.4596482429954867,-0.280752999493579,0.4596482429954867,0.280752999493579,0.6,0.9,1.1,32.24012920911688,10.043013882290964,2.8921025759766636,-2.352836055668787,2.5764908007447835,-2.6737744189413144,7.865116421867969,-0.4129330115027557,2.123974153271652,6.222482288515154,474.7772897814804,17.0,8.329567669993045,9.146064250920771,8.25,3.7988362659510693,5.238899594751709,3.2127807726954316,4.67564429750786,1.8342037161822418,2.7385123255524473,0.7199321684102424,1.1720864730953462,-0.8600000000000003,4286.179841302193,19.14,4.315741298567014,2.291676021983026,101.64854492764518,0.0,0.0,0.0,0.0,0.0,39.316574032676115,4.552749873690364,0.0,56.712362508751966,0.0,0.0,0.0,0.0,0.0,61.26511238244233,10.118126859033554,0.0,0.0,0.0,29.198447173642563,0.0,0.0,0.0,0.0,0.0,48.29456552442303,0.0,0.0,42.16899403166186,10.118126859033554,0.0,0.0,0.0,0.0,0.0,0.0,54.370000000000005,39.316574032676115,56.712362508751966,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.552749873690364,160.58442649281935,0.0,0.0,-7.293472222222224,0.0,-23.317685185185184,0.0,-7.393623393801965,0.0,-7.412979024943309,1.0,20,1,3,0,0,0,0,0,0,0,0,0,2,1,15,0,4,0,0,0,0,0,4.130164422728632,0,2.9351999999999996,37.39159999999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,11,1,0,0,0,0,0.55
PFHxS,C(C(C(C(F)(F)S(=O)(=O)O)(F)F)(F)F)(C(C(F)(F)F)(F)F)(F)F,O=S(=O)(O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,12.695694444444444,12.695694444444444,7.51923752834467,-8.251666666666665,0.5674234839968694,16.608695652173914,400.1119999999999,399.10399999999987,399.94388175200004,140,0,0.45964730336728565,-0.2807529995751359,0.45964730336728565,0.2807529995751359,0.5217391304347826,0.782608695652174,1.0,32.24012953454118,9.979624091665192,2.9210842771781134,-2.3815843852709944,2.6031323522049363,-2.705778139977453,7.865119074595845,-0.43326094472533055,2.2407403893236806,6.483931061299354,558.7491560237523,19.5,9.585496616011499,10.401993196939223,9.5,4.426800738960296,5.866864067760935,3.7871738171332305,5.25003734194566,2.2285430955439978,3.132851704914203,0.917101858091121,1.3692561627762236,-1.0000000000000004,14934.53469484233,22.0,4.997025580011898,2.6988252046991814,116.34455784789425,0.0,0.0,0.0,0.0,0.0,45.23910320077069,4.552749873690364,0.0,65.49319260410161,0.0,0.0,0.0,0.0,0.0,70.04594247779197,10.118126859033554,0.0,0.0,0.0,35.12097634173714,0.0,0.0,0.0,0.0,0.0,57.07539561977267,0.0,0.0,48.091523199756445,10.118126859033554,0.0,0.0,0.0,0.0,0.0,0.0,54.370000000000005,45.23910320077069,65.49319260410161,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.552749873690364,187.60708167989418,0.0,0.0,-7.51923752834467,0.0,-32.47005857898715,0.0,-7.5938637329931975,0.0,-7.607255172902492,1.0,23,1,3,0,0,0,0,0,0,0,0,0,2,1,17,0,5,0,0,0,0,0,4.77976359827225,0,3.5705,42.338599999999985,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,13,1,0,0,0,0,0.5652
PFHpS,C(C(C(C(F)(F)F)(F)F)(F)F)(C(C(C(F)(F)S(=O)(=O)O)(F)F)(F)F)(F)F,O=S(=O)(O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,12.883194444444444,12.883194444444444,7.650381353930461,-8.600555555555555,0.48781789737945846,16.76923076923077,450.11899999999997,449.111,449.940688192,158,0,0.45964729448022557,-0.28075299957531347,0.45964729448022557,0.28075299957531347,0.46153846153846156,0.6923076923076923,0.9230769230769231,32.24012986012278,9.937706092188927,2.9420963004275653,-2.40210642101943,2.622719290875693,-2.728406237295567,7.865121505422209,-0.44750937200008056,2.3408423723280767,6.706255031350447,644.6413883914277,22.0,10.841425562029952,11.657922142957679,10.75,5.054765211969523,6.494828540770163,4.361566861571027,5.824430386383456,2.6228824749057527,3.52719108427596,1.1142715477719989,1.566425852457102,-1.1400000000000006,51528.96314205795,24.860000000000003,5.678299858515544,2.854675251490882,131.0405707681433,0.0,0.0,0.0,0.0,0.0,51.16163236886526,4.552749873690364,0.0,74.27402269945125,0.0,0.0,0.0,0.0,0.0,78.82677257314161,10.118126859033554,0.0,0.0,0.0,41.04350550983171,0.0,0.0,0.0,0.0,0.0,65.8562257151223,0.0,0.0,54.014052367851015,10.118126859033554,0.0,0.0,0.0,0.0,0.0,0.0,54.370000000000005,51.16163236886526,74.27402269945125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.552749873690364,214.93023171768715,0.0,0.0,-7.6978886763038545,0.0,-42.048437618102795,0.0,-7.7531066546989145,0.0,-7.764132101914838,1.0,26,1,3,0,0,0,0,0,0,0,0,0,2,1,19,0,6,0,0,0,0,0,5.429328249334478,0,4.205799999999999,47.28559999999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,15,1,0,0,0,0,0.5769
PFOS,C(C(C(C(C(F)(F)S(=O)(=O)O)(F)F)(F)F)(F)F)(C(C(C(F)(F)F)(F)F)(F)F)(F)F,O=S(=O)(O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,13.037141912320482,13.037141912320482,7.668294577070957,-8.893055555555556,0.4024938076799214,16.896551724137932,500.1259999999999,499.11799999999994,499.93749463200004,176,0,0.45964729444003055,-0.2807529995753137,0.45964729444003055,0.2807529995753137,0.41379310344827586,0.6206896551724138,0.8275862068965517,32.24013018585123,9.908565449655981,2.958021196442137,-2.417181611014194,2.6377276651189545,-2.7449551984648943,7.865123893677268,-0.45788527381464944,2.428458451445245,6.897477185596459,732.2671884119429,24.5,12.097354508048406,12.91385108897613,12.0,5.682729684978749,7.122793013779389,4.9359599060088275,6.398823430821258,3.0172218542675107,3.9215304636377155,1.3114412374528768,1.7635955421379796,-1.2800000000000007,176558.6432538751,27.719999999999995,6.359567468988971,3.2647421223971658,145.7365836883924,0.0,0.0,0.0,0.0,0.0,57.08416153695985,4.552749873690364,0.0,83.0548527948009,0.0,0.0,0.0,0.0,0.0,87.60760266849125,10.118126859033554,0.0,0.0,0.0,46.966034677926295,0.0,0.0,0.0,0.0,0.0,74.63705581047195,0.0,0.0,59.93658153594559,10.118126859033554,0.0,0.0,0.0,0.0,0.0,0.0,54.370000000000005,57.08416153695985,83.0548527948009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.552749873690364,242.49984523284616,0.0,0.0,-7.842419926303858,0.0,-51.96471072688335,0.0,-7.88274914441085,0.0,-7.893298768581503,1.0,29,1,3,0,0,0,0,0,0,0,0,0,2,1,21,0,7,0,0,0,0,0,6.078869318633595,0,4.8411,52.23259999999998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,17,1,0,0,0,0,0.5862
PFNS,C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(C(C(C(C(F)(F)S(=O)(=O)O)(F)F)(F)F)(F)F)(F)F,O=S(=O)(O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,13.1748970143613,13.1748970143613,7.682413034371232,-9.152373393801966,0.3222640917491613,17.0,550.133,549.125,549.9343010719999,194,0,0.45964729443994307,-0.2807529995753137,0.45964729443994307,0.2807529995753137,0.375,0.5625,0.75,32.240130511726164,9.887508526614948,2.9705365446869885,-2.4285659602683234,2.649636446069723,-2.7574262808345162,7.865126276151619,-0.4657012421410405,2.5063867564490034,7.0636299075421585,821.4717647604882,27.0,13.35328345406686,14.169780034994586,13.25,6.310694157987978,7.7507574867886175,5.510352950446623,6.973216475259055,3.411561233629266,4.315869842999475,1.5086109271337549,1.9607652318188589,-1.4200000000000008,601846.119892317,30.58,7.040830412163783,3.432755554244604,160.43259660864146,0.0,0.0,0.0,0.0,0.0,63.00669070505442,4.552749873690364,0.0,91.83568289015054,0.0,0.0,0.0,0.0,0.0,96.3884327638409,10.118126859033554,0.0,0.0,0.0,52.888563846020865,0.0,0.0,0.0,0.0,0.0,83.41788590582159,0.0,0.0,65.85911070404016,10.118126859033554,0.0,0.0,0.0,0.0,0.0,0.0,54.370000000000005,63.00669070505442,91.83568289015054,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.552749873690364,270.2751579963814,0.0,0.0,-7.961586592970519,0.0,-62.155157575375824,0.0,-7.990328558076126,0.0,-8.00141860329225,1.0,32,1,3,0,0,0,0,0,0,0,0,0,2,1,23,0,8,0,0,0,0,0,6.728393562624015,0,5.476400000000001,57.17959999999998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,19,1,0,0,0,0,0.5938
PFDS,C(C(C(C(C(C(F)(F)S(=O)(=O)O)(F)F)(F)F)(F)F)(F)F)(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F,O=S(=O)(O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,13.291062925170067,13.291062925170067,7.69378507579135,-9.378138699924413,0.2569586332790689,17.085714285714285,600.1400000000002,599.1320000000002,599.931107512,212,0,0.45964729443994295,-0.2807529995753137,0.45964729443994295,0.2807529995753137,0.34285714285714286,0.5142857142857142,0.6857142857142857,32.24013083774765,9.871799525054813,2.980676851022769,-2.437344397055467,2.659374268204566,-2.7670423052957918,7.8651286607166275,-0.47172906546205723,2.576582922239945,7.209307588938854,912.1250998337379,29.5,14.609212400085314,15.425708981013038,14.5,6.938658630997203,8.378721959797845,6.084745994884428,7.547609519696856,3.805900612991022,4.710209222361228,1.7057806168146332,2.157934921499736,-1.560000000000001,2043433.8073871334,33.43999999999999,7.722089961126195,3.843020259092678,175.12860952889054,0.0,0.0,0.0,0.0,0.0,68.929219873149,4.552749873690364,0.0,100.61651298550018,0.0,0.0,0.0,0.0,0.0,105.16926285919054,10.118126859033554,0.0,0.0,0.0,58.81109301411545,0.0,0.0,0.0,0.0,0.0,92.19871600117123,0.0,0.0,71.78163987213475,10.118126859033554,0.0,0.0,0.0,0.0,0.0,0.0,54.370000000000005,68.929219873149,100.61651298550018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.552749873690364,298.22468907947575,0.0,0.0,-8.061441964871351,0.0,-72.57235050420027,0.0,-8.081027019967767,0.0,-8.09320292376975,1.0,35,1,3,0,0,0,0,0,0,0,0,0,2,1,25,0,9,0,0,0,0,0,7.377905380001711,0,6.111700000000001,62.12659999999996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,21,1,0,0,0,0,0.6
PFEtCHxS,C1(C(C(C(C(C1(F)F)(F)F)(F)S(=O)(=O)O)(F)F)(F)F)(C(C(F)(F)F)(F)F)F,O=S(=O)(O)C1(F)C(F)(F)C(F)(F)C(F)(C(F)(F)C(F)(F)F)C(F)(F)C1(F)F,13.751516912320483,13.751516912320483,7.905487528344672,-8.598680555555557,0.49908350150828334,35.7037037037037,462.12999999999994,461.12199999999996,461.94068819200004,162,0,0.45682021559603514,-0.2827188188208515,0.45682021559603514,0.2827188188208515,0.5925925925925926,0.8518518518518519,1.037037037037037,32.240065169633205,9.692727245388811,3.0802223505027313,-2.5478241360553593,2.7372173167860296,-2.8996072683902887,7.868279229996037,-0.4929803385232091,2.398535766947921,4.258189585669538,706.651211478785,22.5,11.341425562029952,12.157922142957677,11.25,5.5547652119695226,6.994828540770163,5.098522042534297,6.611206362616568,3.6058172881440047,4.829450366072487,2.144462785224874,3.048771394595084,-1.1400000000000006,103856.59870884498,23.898669760247486,5.0650960503755735,2.0370184599909344,136.3996817290107,0.0,0.0,0.0,0.0,0.0,56.57662283826205,4.552749873690364,8.78083009534964,65.49319260410161,0.0,0.0,0.0,0.0,0.0,78.82677257314161,10.118126859033554,0.0,0.0,0.0,46.458495979228495,0.0,0.0,0.0,0.0,0.0,65.8562257151223,0.0,0.0,59.4290428372478,10.118126859033554,0.0,0.0,0.0,0.0,0.0,0.0,54.370000000000005,56.57662283826205,74.27402269945125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.552749873690364,225.3563636148904,0.0,0.0,-7.905487528344672,-8.598680555555557,-41.85288265306122,0.0,-7.9492336309523814,0.0,-8.133412580309903,1.0,27,1,3,1,0,1,0,0,0,0,0,0,2,1,19,0,2,1,0,1,0,0,4.483298437476285,1,4.000699999999999,50.016599999999976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,15,1,0,0,0,0,0.5556
8:2 Cl-PFAES,C(C(C(C(F)(F)Cl)(F)F)(F)F)(C(C(OC(C(F)(F)S(=O)(=O)O)(F)F)(F)F)(F)F)(F)F,O=S(=O)(O)C(F)(F)C(F)(F)OC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)Cl,13.092047902494333,13.092047902494333,1.1766546201814059,-8.505183177437642,0.2567960846536607,16.733333333333334,532.58,531.572,531.9028587119999,182,0,0.4596417635956177,-0.2806660284983384,0.4596417635956177,0.2806660284983384,0.5666666666666667,0.8666666666666667,1.1333333333333333,35.49589716501585,9.974785646592485,2.914130209874115,-2.4003780448183623,2.6128335236049196,-2.7082317689268844,7.864975008834067,-0.49771400021955853,2.4197719156172544,6.527594148889322,755.6969428639286,25.207106781186546,12.50560279851227,14.07802832545845,12.457106781186548,5.840977975442613,7.65900577725248,4.922788350771676,6.86034839780301,2.8237356776079543,3.94666380880498,1.189756912834947,1.6504016050292898,-0.9600000000000004,258700.23527055627,29.04,7.02038133882241,3.960591373266269,156.9878597418547,0.0,0.0,0.0,0.0,0.0,56.66169469282909,4.552749873690364,4.736862953800049,78.66443774712607,0.0,0.0,11.600939890232516,0.0,0.0,87.95405057461647,21.71906674926607,0.0,0.0,0.0,46.543567833795535,0.0,0.0,0.0,0.0,0.0,70.24664076279713,0.0,11.600939890232516,59.51411469181483,14.854989812833603,0.0,0.0,0.0,0.0,0.0,0.0,63.60000000000001,56.66169469282909,78.66443774712607,0.0,0.0,0.0,0.0,4.736862953800049,0.0,0.0,11.600939890232516,4.552749873690364,233.70510162686006,3.3222770465743343,0.0,-14.182034907282473,0.0,-33.05909815392206,0.0,-15.71523047542062,0.0,-7.543237359031459,1.0,30,1,4,0,0,0,0,0,0,0,0,0,3,1,22,0,9,0,0,0,0,0,6.795729135980093,0,5.042,58.06259999999998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,16,1,0,1,0,0,0.5333
4:2 FTS,C(CS(=O)(=O)O)C(C(C(C(F)(F)F)(F)F)(F)F)(F)F,O=S(=O)(O)CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)F,12.652291666666667,12.652291666666667,2.107611961451247,-7.066748393801966,0.6236253235342292,15.68421052631579,328.1519999999999,323.1119999999999,327.98156900000004,116,0,0.45964135584660915,-0.28553935387980867,0.45964135584660915,0.28553935387980867,0.7894736842105263,1.1578947368421053,1.4210526315789473,32.23973985223506,10.01912645012867,2.808673290112835,-2.329586535941573,2.534757403092512,-2.6065193606550707,7.852850356276565,-0.39565251849887445,2.110831287885545,5.396495473796114,423.7261246103128,15.914213562373096,8.487852286347684,9.30434886727541,7.957106781186548,4.1089761728979965,5.718141480424399,3.387032333805469,4.959109195295452,1.8837270694446857,2.603758733845003,0.8218455200225104,1.3361647021847618,-0.7200000000000002,3151.4711128131185,18.280000000000005,4.680788848843219,3.6427034023668643,99.68241623618933,0.0,0.0,0.0,0.0,10.118126859033554,23.943886021727202,4.552749873690364,0.0,47.93153241340232,0.0,0.0,0.0,6.4208216229260096,5.752853606746789,52.48428228709269,10.118126859033554,0.0,0.0,0.0,30.364707644653215,5.752853606746789,0.0,0.0,0.0,0.0,39.513735429073385,0.0,0.0,42.667286486493296,10.118126859033554,0.0,6.4208216229260096,0.0,0.0,0.0,0.0,54.370000000000005,46.235688110433564,47.93153241340232,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.552749873690364,137.76628850151175,0.0,0.0,0.0,0.0,-22.04463813303099,0.0,-9.566941491874527,0.0,-5.238042209939531,1.0,19,1,3,0,0,0,0,0,0,0,0,0,2,1,13,0,5,0,0,0,0,0,4.503411587202845,0,2.732500000000001,41.92860000000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,9,1,0,0,0,0,0.4737
6:2 FTS,C(CS(=O)(=O)O)C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F,O=S(=O)(O)CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,13.011516912320484,13.011516912320484,2.4098163501511705,-8.038422973356008,0.4929457769277202,16.24,428.1659999999998,423.12599999999986,427.97518188000004,152,0,0.4596472941871336,-0.2855393538799386,0.4596472941871336,0.2855393538799386,0.6,0.92,1.2,32.23974049425079,9.927754503273578,2.9008152891930155,-2.3922084917851585,2.601334601797163,-2.696894790071859,7.852854664144497,-0.4394333361011488,2.3294414017028973,6.113137666128866,590.8855940857426,20.914213562373096,10.999710178384591,11.816206759312317,10.457106781186548,5.36490511891645,6.974070426442853,4.5358184226810625,6.107895284171051,2.672405828168195,3.392437492568517,1.2161848993842657,1.7305040815465185,-1.0000000000000004,37937.28266813338,24.0,6.020551649540292,3.8996539792387543,129.07444207668746,0.0,0.0,0.0,0.0,10.118126859033554,35.78894435791636,4.552749873690364,0.0,65.49319260410161,0.0,0.0,0.0,6.4208216229260096,5.752853606746789,70.04594247779197,10.118126859033554,0.0,0.0,0.0,42.20976598084237,5.752853606746789,0.0,0.0,0.0,0.0,57.07539561977267,0.0,0.0,54.51234482268245,10.118126859033554,0.0,6.4208216229260096,0.0,0.0,0.0,0.0,54.370000000000005,58.08074644662272,65.49319260410161,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.552749873690364,191.76805207808434,0.0,0.0,0.0,0.0,-40.329111237087425,0.0,-10.498188368711682,0.0,-5.524085805618545,1.0,25,1,3,0,0,0,0,0,0,0,0,0,2,1,17,0,7,0,0,0,0,0,5.77972958355868,0,4.003100000000001,51.82259999999998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,13,1,0,0,0,0,0.52
